siteID,sampleID,namedLocation.x,collectDate.y,individualCount,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,decimalLatitude,decimalLongitude,elevation,nlcdClass,density,adultdensity
HARV,HARV_004.20170710,HARV_004.tickPlot.tck,2017-07-10T17:40Z,1,160,Y,1,6,0,42.426877,-72.227953,182.6,mixedForest,0.04375,0.00625
HARV,HARV_004.20170731,HARV_004.tickPlot.tck,2017-07-31T16:05Z,1,160,Y,1,2,0,42.426877,-72.227953,182.6,mixedForest,0.01875,0.00625
HARV,HARV_004.20180515,HARV_004.tickPlot.tck,2018-05-15T15:14Z,2,160,Y,3,0,0,42.426877,-72.227953,182.6,mixedForest,0.01875,0.01875
HARV,HARV_004.20180515,HARV_004.tickPlot.tck,2018-05-15T15:14Z,1,160,Y,3,0,0,42.426877,-72.227953,182.6,mixedForest,0.01875,0.01875
HARV,HARV_004.20180606,HARV_004.tickPlot.tck,2018-06-06T19:06Z,2,164,Y,2,0,0,42.426877,-72.227953,182.6,mixedForest,0.012195122,0.012195122
HARV,HARV_004.20180626,HARV_004.tickPlot.tck,2018-06-26T15:17Z,1,159,Y,1,1,0,42.426877,-72.227953,182.6,mixedForest,0.012578616,0.006289308
HARV,HARV_004.20180716,HARV_004.tickPlot.tck,2018-07-16T17:55Z,1,160,Y,1,2,0,42.426877,-72.227953,182.6,mixedForest,0.01875,0.00625
HARV,HARV_006.20170710,HARV_006.tickPlot.tck,2017-07-10T14:00Z,1,160,Y,1,2,0,42.401928,-72.2527,190.8,deciduousForest,0.01875,0.00625
HARV,HARV_006.20180423,HARV_006.tickPlot.tck,2018-04-23T18:09Z,1,160,Y,2,0,0,42.401928,-72.2527,190.8,deciduousForest,0.0125,0.0125
HARV,HARV_006.20180514,HARV_006.tickPlot.tck,2018-05-14T16:55Z,1,160,Y,2,0,0,42.401928,-72.2527,190.8,deciduousForest,0.0125,0.0125
HARV,HARV_006.20180606,HARV_006.tickPlot.tck,2018-06-06T15:15Z,1,170,Y,3,2,3,42.401928,-72.2527,190.8,deciduousForest,0.047058824,0.017647059
HARV,HARV_006.20180606,HARV_006.tickPlot.tck,2018-06-06T15:15Z,1,170,Y,3,2,3,42.401928,-72.2527,190.8,deciduousForest,0.047058824,0.017647059
HARV,HARV_006.20180716,HARV_006.tickPlot.tck,2018-07-16T16:11Z,1,160,Y,2,0,0,42.401928,-72.2527,190.8,deciduousForest,0.0125,0.0125
HARV,HARV_020.20170509,HARV_020.tickPlot.tck,2017-05-09T13:29Z,1,145,Y,3,1,0,42.438157,-72.228923,228.3,woodyWetlands,0.027586207,0.020689655
HARV,HARV_020.20170509,HARV_020.tickPlot.tck,2017-05-09T13:29Z,2,145,Y,3,1,0,42.438157,-72.228923,228.3,woodyWetlands,0.027586207,0.020689655
HARV,HARV_020.20170602,HARV_020.tickPlot.tck,2017-06-02T13:32Z,2,155,Y,2,0,0,42.438157,-72.228923,228.3,woodyWetlands,0.012903226,0.012903226
HARV,HARV_020.20170622,HARV_020.tickPlot.tck,2017-06-22T18:41Z,2,143,Y,4,2,0,42.438157,-72.228923,228.3,woodyWetlands,0.041958042,0.027972028
HARV,HARV_020.20170622,HARV_020.tickPlot.tck,2017-06-22T18:41Z,2,143,Y,4,2,0,42.438157,-72.228923,228.3,woodyWetlands,0.041958042,0.027972028
HARV,HARV_020.20170710,HARV_020.tickPlot.tck,2017-07-10T06:42Z,2,150,Y,2,3,0,42.438157,-72.228923,228.3,woodyWetlands,0.033333333,0.013333333
HARV,HARV_020.20170731,HARV_020.tickPlot.tck,2017-07-31T15:07Z,2,149,Y,2,3,0,42.438157,-72.228923,228.3,woodyWetlands,0.033557047,0.013422819
HARV,HARV_022.20140717,HARV_022.tickPlot.tck,2014-07-17T13:21Z,2,165,Y,0,11,0,42.435458,-72.199287,185.9,evergreenForest,0.066666667,0
HARV,HARV_022.20170602,HARV_022.tickPlot.tck,2017-06-02T14:40Z,1,160,Y,1,0,2,42.435458,-72.199287,185.9,evergreenForest,0.01875,0.00625
HARV,HARV_022.20170622,HARV_022.tickPlot.tck,2017-06-22T14:18Z,1,160,Y,1,6,0,42.435458,-72.199287,185.9,evergreenForest,0.04375,0.00625
HARV,HARV_022.20180606,HARV_022.tickPlot.tck,2018-06-06T13:11Z,1,165,Y,3,9,34,42.435458,-72.199287,185.9,evergreenForest,0.278787879,0.018181818
HARV,HARV_022.20180828,HARV_022.tickPlot.tck,2018-08-28T12:38Z,2,160,Y,2,2,231,42.435458,-72.199287,185.9,evergreenForest,1.46875,0.0125
HARV,HARV_026.20170508,HARV_026.tickPlot.tck,2017-05-08T17:48Z,1,160,Y,2,1,0,42.412057,-72.246527,187.3,evergreenForest,0.01875,0.0125
HARV,HARV_026.20170508,HARV_026.tickPlot.tck,2017-05-08T17:48Z,1,160,Y,2,1,0,42.412057,-72.246527,187.3,evergreenForest,0.01875,0.0125
HARV,HARV_026.20170530,HARV_026.tickPlot.tck,2017-05-30T15:46Z,1,165,Y,3,0,0,42.412057,-72.246527,187.3,evergreenForest,0.018181818,0.018181818
HARV,HARV_026.20170620,HARV_026.tickPlot.tck,2017-06-20T17:16Z,1,160,Y,1,0,0,42.412057,-72.246527,187.3,evergreenForest,0.00625,0.00625
HARV,HARV_026.20180514,HARV_026.tickPlot.tck,2018-05-14T17:44Z,1,170,Y,2,0,0,42.412057,-72.246527,187.3,evergreenForest,0.011764706,0.011764706
HARV,HARV_026.20180627,HARV_026.tickPlot.tck,2018-06-27T19:23Z,1,160,Y,4,2,0,42.412057,-72.246527,187.3,evergreenForest,0.0375,0.025
HARV,HARV_026.20180627,HARV_026.tickPlot.tck,2018-06-27T19:23Z,3,160,Y,4,2,0,42.412057,-72.246527,187.3,evergreenForest,0.0375,0.025
HARV,HARV_026.20180716,HARV_026.tickPlot.tck,2018-07-16T17:01Z,1,160,Y,1,3,0,42.412057,-72.246527,187.3,evergreenForest,0.025,0.00625
HARV,HARV_026.20180807,HARV_026.tickPlot.tck,2018-08-07T14:07Z,1,160,Y,1,0,0,42.412057,-72.246527,187.3,evergreenForest,0.00625,0.00625
