siteID,sampleID,namedLocation.x,collectDate.y,individualCount,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,decimalLatitude,decimalLongitude,elevation,nlcdClass,density,adultdensity
DCFS,DCFS_005.20180606,DCFS_005.tickPlot.tck,2018-06-06T16:12Z,1,160,Y,2,0,0,47.199469,-99.166739,564.6,grasslandHerbaceous,0.0125,0.0125
DCFS,DCFS_005.20180606,DCFS_005.tickPlot.tck,2018-06-06T16:12Z,1,160,Y,2,0,0,47.199469,-99.166739,564.6,grasslandHerbaceous,0.0125,0.0125
DCFS,DCFS_005.20180627,DCFS_005.tickPlot.tck,2018-06-27T19:52Z,1,160,Y,2,0,0,47.199469,-99.166739,564.6,grasslandHerbaceous,0.0125,0.0125
DCFS,DCFS_005.20180627,DCFS_005.tickPlot.tck,2018-06-27T19:52Z,1,160,Y,2,0,0,47.199469,-99.166739,564.6,grasslandHerbaceous,0.0125,0.0125
DCFS,DCFS_005.20180808,DCFS_005.tickPlot.tck,2018-08-08T17:34Z,1,160,Y,1,0,0,47.199469,-99.166739,564.6,grasslandHerbaceous,0.00625,0.00625
DCFS,DCFS_007.20170607,DCFS_007.tickPlot.tck,2017-06-07T16:14Z,1,163,Y,1,0,0,47.162946,-99.113801,567.7,grasslandHerbaceous,0.006134969,0.006134969
DCFS,DCFS_007.20170629,DCFS_007.tickPlot.tck,2017-06-29T15:17Z,2,160,Y,2,0,0,47.162946,-99.113801,567.7,grasslandHerbaceous,0.0125,0.0125
DCFS,DCFS_007.20180516,DCFS_007.tickPlot.tck,2018-05-16T15:46Z,1,160,Y,3,0,0,47.162946,-99.113801,567.7,grasslandHerbaceous,0.01875,0.01875
DCFS,DCFS_007.20180516,DCFS_007.tickPlot.tck,2018-05-16T15:46Z,2,160,Y,3,0,0,47.162946,-99.113801,567.7,grasslandHerbaceous,0.01875,0.01875
DCFS,DCFS_007.20180627,DCFS_007.tickPlot.tck,2018-06-27T16:22Z,1,160,Y,1,0,0,47.162946,-99.113801,567.7,grasslandHerbaceous,0.00625,0.00625
DCFS,DCFS_010.20170607,DCFS_010.tickPlot.tck,2017-06-07T20:29Z,1,160,Y,2,0,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.0125,0.0125
DCFS,DCFS_010.20170607,DCFS_010.tickPlot.tck,2017-06-07T20:29Z,1,160,Y,2,0,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.0125,0.0125
DCFS,DCFS_010.20170720,DCFS_010.tickPlot.tck,2017-07-20T17:32Z,1,160,Y,5,0,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.03125,0.03125
DCFS,DCFS_010.20170720,DCFS_010.tickPlot.tck,2017-07-20T17:32Z,4,160,Y,5,0,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.03125,0.03125
DCFS,DCFS_010.20180516,DCFS_010.tickPlot.tck,2018-05-16T14:47Z,4,160,Y,6,3,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.05625,0.0375
DCFS,DCFS_010.20180516,DCFS_010.tickPlot.tck,2018-05-16T14:47Z,4,160,Y,6,3,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.05625,0.0375
DCFS,DCFS_010.20180606,DCFS_010.tickPlot.tck,2018-06-06T18:24Z,1,160,Y,5,0,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.03125,0.03125
DCFS,DCFS_010.20180606,DCFS_010.tickPlot.tck,2018-06-06T18:24Z,4,160,Y,5,0,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.03125,0.03125
DCFS,DCFS_010.20180627,DCFS_010.tickPlot.tck,2018-06-27T18:26Z,4,160,Y,3,2,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.03125,0.01875
DCFS,DCFS_010.20180627,DCFS_010.tickPlot.tck,2018-06-27T18:26Z,1,160,Y,3,2,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.03125,0.01875
DCFS,DCFS_010.20180718,DCFS_010.tickPlot.tck,2018-07-18T18:48Z,1,170,Y,1,0,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.005882353,0.005882353
DCFS,DCFS_010.20180808,DCFS_010.tickPlot.tck,2018-08-08T16:22Z,1,160,Y,1,0,0,47.209874,-99.173926,578.4,grasslandHerbaceous,0.00625,0.00625
DSNY,DSNY_001.20160822,DSNY_001.tickPlot.tck,2016-08-22T20:54Z,1,145,Y,4,0,0,28.098062,-81.418561,20.3,woodyWetlands,0.027586207,0.027586207
DSNY,DSNY_005.20170523,DSNY_005.tickPlot.tck,2017-05-23T17:56Z,1,160,Y,1,0,0,28.040497,-81.394482,16.6,woodyWetlands,0.00625,0.00625
GRSM,GRSM_004.20170412,GRSM_004.tickPlot.tck,2017-04-12T16:36Z,1,162,Y,1,0,0,35.688954,-83.535565,440.5,deciduousForest,0.00617284,0.00617284
GRSM,GRSM_006.20170614,GRSM_006.tickPlot.tck,2017-06-14T14:47Z,1,165,Y,1,0,0,35.679075,-83.643672,528.7,deciduousForest,0.006060606,0.006060606
GRSM,GRSM_006.20180704,GRSM_006.tickPlot.tck,2018-07-04T13:42Z,1,160,Y,1,0,0,35.679075,-83.643672,528.7,deciduousForest,0.00625,0.00625
GRSM,GRSM_010.20160609,GRSM_010.tickPlot.tck,2016-06-09T20:09Z,1,160,Y,1,0,0,35.669244,-83.524578,509.9,deciduousForest,0.00625,0.00625
GRSM,GRSM_010.20170703,GRSM_010.tickPlot.tck,2017-07-03T14:37Z,1,160,Y,1,0,0,35.669244,-83.524578,509.9,deciduousForest,0.00625,0.00625
GRSM,GRSM_015.20180517,GRSM_015.tickPlot.tck,2018-05-17T15:41Z,1,160,Y,1,0,0,35.729087,-83.408065,448,deciduousForest,0.00625,0.00625
HARV,HARV_001.20170622,HARV_001.tickPlot.tck,2017-06-22T15:53Z,1,160,Y,1,12,0,42.424217,-72.260096,202.1,deciduousForest,0.08125,0.00625
HARV,HARV_001.20170710,HARV_001.tickPlot.tck,2017-07-10T16:30Z,1,160,Y,1,9,0,42.424217,-72.260096,202.1,deciduousForest,0.0625,0.00625
HARV,HARV_001.20180514,HARV_001.tickPlot.tck,2018-05-14T18:39Z,1,165,Y,1,0,0,42.424217,-72.260096,202.1,deciduousForest,0.006060606,0.006060606
HARV,HARV_001.20180606,HARV_001.tickPlot.tck,2018-06-06T17:48Z,1,165,Y,3,1,1,42.424217,-72.260096,202.1,deciduousForest,0.03030303,0.018181818
HARV,HARV_001.20180606,HARV_001.tickPlot.tck,2018-06-06T17:48Z,2,165,Y,3,1,1,42.424217,-72.260096,202.1,deciduousForest,0.03030303,0.018181818
HARV,HARV_002.20180516,HARV_002.tickPlot.tck,2018-05-16T19:26Z,1,160,Y,3,0,0,42.477231,-72.259454,187.7,deciduousForest,0.01875,0.01875
HARV,HARV_002.20180516,HARV_002.tickPlot.tck,2018-05-16T19:26Z,1,160,Y,3,0,0,42.477231,-72.259454,187.7,deciduousForest,0.01875,0.01875
HARV,HARV_002.20180607,HARV_002.tickPlot.tck,2018-06-07T13:54Z,1,160,Y,8,0,0,42.477231,-72.259454,187.7,deciduousForest,0.05,0.05
HARV,HARV_002.20180607,HARV_002.tickPlot.tck,2018-06-07T13:54Z,1,160,Y,8,0,0,42.477231,-72.259454,187.7,deciduousForest,0.05,0.05
HARV,HARV_002.20180716,HARV_002.tickPlot.tck,2018-07-16T13:13Z,2,160,Y,1,7,1,42.477231,-72.259454,187.7,deciduousForest,0.05625,0.00625
HARV,HARV_002.20180716,HARV_002.tickPlot.tck,2018-07-16T13:13Z,1,160,Y,1,7,1,42.477231,-72.259454,187.7,deciduousForest,0.05625,0.00625
HARV,HARV_002.20180808,HARV_002.tickPlot.tck,2018-08-08T18:49Z,1,160,Y,1,0,0,42.477231,-72.259454,187.7,deciduousForest,0.00625,0.00625
HARV,HARV_004.20140924,HARV_004.tickPlot.tck,2014-09-24T16:08Z,1,162,Y,4,1,53,42.426877,-72.227953,182.6,mixedForest,0.358024691,0.024691358
HARV,HARV_004.20170509,HARV_004.tickPlot.tck,2017-05-09T14:58Z,1,160,Y,5,1,0,42.426877,-72.227953,182.6,mixedForest,0.0375,0.03125
HARV,HARV_004.20170509,HARV_004.tickPlot.tck,2017-05-09T14:58Z,2,160,Y,5,1,0,42.426877,-72.227953,182.6,mixedForest,0.0375,0.03125
HARV,HARV_004.20170622,HARV_004.tickPlot.tck,2017-06-22T17:32Z,1,160,Y,1,6,0,42.426877,-72.227953,182.6,mixedForest,0.04375,0.00625
HARV,HARV_004.20170710,HARV_004.tickPlot.tck,2017-07-10T17:40Z,1,160,Y,1,6,0,42.426877,-72.227953,182.6,mixedForest,0.04375,0.00625
HARV,HARV_004.20170731,HARV_004.tickPlot.tck,2017-07-31T16:05Z,1,160,Y,1,2,0,42.426877,-72.227953,182.6,mixedForest,0.01875,0.00625
HARV,HARV_004.20180515,HARV_004.tickPlot.tck,2018-05-15T15:14Z,2,160,Y,3,0,0,42.426877,-72.227953,182.6,mixedForest,0.01875,0.01875
HARV,HARV_004.20180515,HARV_004.tickPlot.tck,2018-05-15T15:14Z,1,160,Y,3,0,0,42.426877,-72.227953,182.6,mixedForest,0.01875,0.01875
HARV,HARV_004.20180606,HARV_004.tickPlot.tck,2018-06-06T19:06Z,2,164,Y,2,0,0,42.426877,-72.227953,182.6,mixedForest,0.012195122,0.012195122
HARV,HARV_004.20180626,HARV_004.tickPlot.tck,2018-06-26T15:17Z,1,159,Y,1,1,0,42.426877,-72.227953,182.6,mixedForest,0.012578616,0.006289308
HARV,HARV_004.20180716,HARV_004.tickPlot.tck,2018-07-16T17:55Z,1,160,Y,1,2,0,42.426877,-72.227953,182.6,mixedForest,0.01875,0.00625
HARV,HARV_006.20170710,HARV_006.tickPlot.tck,2017-07-10T14:00Z,1,160,Y,1,2,0,42.401928,-72.2527,190.8,deciduousForest,0.01875,0.00625
HARV,HARV_006.20180423,HARV_006.tickPlot.tck,2018-04-23T18:09Z,1,160,Y,2,0,0,42.401928,-72.2527,190.8,deciduousForest,0.0125,0.0125
HARV,HARV_006.20180514,HARV_006.tickPlot.tck,2018-05-14T16:55Z,1,160,Y,2,0,0,42.401928,-72.2527,190.8,deciduousForest,0.0125,0.0125
HARV,HARV_006.20180606,HARV_006.tickPlot.tck,2018-06-06T15:15Z,1,170,Y,3,2,3,42.401928,-72.2527,190.8,deciduousForest,0.047058824,0.017647059
HARV,HARV_006.20180606,HARV_006.tickPlot.tck,2018-06-06T15:15Z,1,170,Y,3,2,3,42.401928,-72.2527,190.8,deciduousForest,0.047058824,0.017647059
HARV,HARV_006.20180716,HARV_006.tickPlot.tck,2018-07-16T16:11Z,1,160,Y,2,0,0,42.401928,-72.2527,190.8,deciduousForest,0.0125,0.0125
HARV,HARV_020.20170509,HARV_020.tickPlot.tck,2017-05-09T13:29Z,1,145,Y,3,1,0,42.438157,-72.228923,228.3,woodyWetlands,0.027586207,0.020689655
HARV,HARV_020.20170509,HARV_020.tickPlot.tck,2017-05-09T13:29Z,2,145,Y,3,1,0,42.438157,-72.228923,228.3,woodyWetlands,0.027586207,0.020689655
HARV,HARV_020.20170602,HARV_020.tickPlot.tck,2017-06-02T13:32Z,2,155,Y,2,0,0,42.438157,-72.228923,228.3,woodyWetlands,0.012903226,0.012903226
HARV,HARV_020.20170622,HARV_020.tickPlot.tck,2017-06-22T18:41Z,2,143,Y,4,2,0,42.438157,-72.228923,228.3,woodyWetlands,0.041958042,0.027972028
HARV,HARV_020.20170622,HARV_020.tickPlot.tck,2017-06-22T18:41Z,2,143,Y,4,2,0,42.438157,-72.228923,228.3,woodyWetlands,0.041958042,0.027972028
HARV,HARV_020.20170710,HARV_020.tickPlot.tck,2017-07-10T06:42Z,2,150,Y,2,3,0,42.438157,-72.228923,228.3,woodyWetlands,0.033333333,0.013333333
HARV,HARV_020.20170731,HARV_020.tickPlot.tck,2017-07-31T15:07Z,2,149,Y,2,3,0,42.438157,-72.228923,228.3,woodyWetlands,0.033557047,0.013422819
HARV,HARV_022.20140717,HARV_022.tickPlot.tck,2014-07-17T13:21Z,2,165,Y,0,11,0,42.435458,-72.199287,185.9,evergreenForest,0.066666667,0
HARV,HARV_022.20170602,HARV_022.tickPlot.tck,2017-06-02T14:40Z,1,160,Y,1,0,2,42.435458,-72.199287,185.9,evergreenForest,0.01875,0.00625
HARV,HARV_022.20170622,HARV_022.tickPlot.tck,2017-06-22T14:18Z,1,160,Y,1,6,0,42.435458,-72.199287,185.9,evergreenForest,0.04375,0.00625
HARV,HARV_022.20180606,HARV_022.tickPlot.tck,2018-06-06T13:11Z,1,165,Y,3,9,34,42.435458,-72.199287,185.9,evergreenForest,0.278787879,0.018181818
HARV,HARV_022.20180828,HARV_022.tickPlot.tck,2018-08-28T12:38Z,2,160,Y,2,2,231,42.435458,-72.199287,185.9,evergreenForest,1.46875,0.0125
HARV,HARV_026.20170508,HARV_026.tickPlot.tck,2017-05-08T17:48Z,1,160,Y,2,1,0,42.412057,-72.246527,187.3,evergreenForest,0.01875,0.0125
HARV,HARV_026.20170508,HARV_026.tickPlot.tck,2017-05-08T17:48Z,1,160,Y,2,1,0,42.412057,-72.246527,187.3,evergreenForest,0.01875,0.0125
HARV,HARV_026.20170530,HARV_026.tickPlot.tck,2017-05-30T15:46Z,1,165,Y,3,0,0,42.412057,-72.246527,187.3,evergreenForest,0.018181818,0.018181818
HARV,HARV_026.20170620,HARV_026.tickPlot.tck,2017-06-20T17:16Z,1,160,Y,1,0,0,42.412057,-72.246527,187.3,evergreenForest,0.00625,0.00625
HARV,HARV_026.20180514,HARV_026.tickPlot.tck,2018-05-14T17:44Z,1,170,Y,2,0,0,42.412057,-72.246527,187.3,evergreenForest,0.011764706,0.011764706
HARV,HARV_026.20180627,HARV_026.tickPlot.tck,2018-06-27T19:23Z,1,160,Y,4,2,0,42.412057,-72.246527,187.3,evergreenForest,0.0375,0.025
HARV,HARV_026.20180627,HARV_026.tickPlot.tck,2018-06-27T19:23Z,3,160,Y,4,2,0,42.412057,-72.246527,187.3,evergreenForest,0.0375,0.025
HARV,HARV_026.20180716,HARV_026.tickPlot.tck,2018-07-16T17:01Z,1,160,Y,1,3,0,42.412057,-72.246527,187.3,evergreenForest,0.025,0.00625
HARV,HARV_026.20180807,HARV_026.tickPlot.tck,2018-08-07T14:07Z,1,160,Y,1,0,0,42.412057,-72.246527,187.3,evergreenForest,0.00625,0.00625
KONA,KONA_019.20170703,KONA_019.tickPlot.tck,2017-07-03T18:29Z,1,160,Y,1,2,0,39.211742,-96.590109,327.1,cultivatedCrops,0.01875,0.00625
KONZ,KONZ_001.20160616,KONZ_001.tickPlot.tck,2016-06-16T15:55Z,1,160,Y,1,3,0,39.074114,-96.557107,423.7,grasslandHerbaceous,0.025,0.00625
KONZ,KONZ_001.20180914,KONZ_001.tickPlot.tck,2018-09-14T15:26Z,1,160,Y,1,0,0,39.074114,-96.557107,423.7,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_002.20160414,KONZ_002.tickPlot.tck,2016-04-14T13:22Z,1,160,Y,1,0,0,39.118977,-96.547146,394.4,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_002.20160707,KONZ_002.tickPlot.tck,2016-07-07T07:00Z,3,160,Y,3,0,0,39.118977,-96.547146,394.4,grasslandHerbaceous,0.01875,0.01875
KONZ,KONZ_002.20160728,KONZ_002.tickPlot.tck,2016-07-28T14:02Z,1,160,Y,1,4,0,39.118977,-96.547146,394.4,grasslandHerbaceous,0.03125,0.00625
KONZ,KONZ_002.20170417,KONZ_002.tickPlot.tck,2017-04-17T15:00Z,1,160,Y,1,0,0,39.118977,-96.547146,394.4,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_002.20170710,KONZ_002.tickPlot.tck,2017-07-10T14:55Z,1,160,Y,1,0,0,39.118977,-96.547146,394.4,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_004.20170710,KONZ_004.tickPlot.tck,2017-07-10T16:05Z,1,160,Y,1,0,0,39.109647,-96.55137,371.9,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_004.20180508,KONZ_004.tickPlot.tck,2018-05-08T14:05Z,1,160,Y,1,0,0,39.109647,-96.55137,371.9,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_004.20180619,KONZ_004.tickPlot.tck,2018-06-19T14:30Z,1,160,Y,1,0,0,39.109647,-96.55137,371.9,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_007.20160728,KONZ_007.tickPlot.tck,2016-07-28T15:51Z,1,160,Y,1,0,0,39.087937,-96.545919,434,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_007.20170417,KONZ_007.tickPlot.tck,2017-04-17T16:35Z,1,160,Y,1,0,0,39.087937,-96.545919,434,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_007.20170509,KONZ_007.tickPlot.tck,2017-05-09T16:31Z,2,160,Y,2,0,0,39.087937,-96.545919,434,grasslandHerbaceous,0.0125,0.0125
KONZ,KONZ_007.20170801,KONZ_007.tickPlot.tck,2017-08-01T17:43Z,1,160,Y,1,1,0,39.087937,-96.545919,434,grasslandHerbaceous,0.0125,0.00625
KONZ,KONZ_007.20170821,KONZ_007.tickPlot.tck,2017-08-21T16:54Z,1,160,Y,1,0,1,39.087937,-96.545919,434,grasslandHerbaceous,0.0125,0.00625
KONZ,KONZ_009.20180710,KONZ_009.tickPlot.tck,2018-07-10T12:53Z,1,160,Y,1,0,0,39.107902,-96.584438,391.9,grasslandHerbaceous,0.00625,0.00625
KONZ,KONZ_025.20160728,KONZ_025.tickPlot.tck,2016-07-28T18:28Z,1,160,Y,2,11,532,39.103714,-96.597832,337.3,deciduousForest,3.40625,0.0125
KONZ,KONZ_025.20160728,KONZ_025.tickPlot.tck,2016-07-28T18:28Z,1,160,Y,2,11,532,39.103714,-96.597832,337.3,deciduousForest,3.40625,0.0125
KONZ,KONZ_025.20160818,KONZ_025.tickPlot.tck,2016-08-18T18:05Z,1,80,Y,1,3,976,39.103714,-96.597832,337.3,deciduousForest,12.25,0.0125
KONZ,KONZ_025.20170509,KONZ_025.tickPlot.tck,2017-05-09T18:11Z,1,160,Y,12,18,0,39.103714,-96.597832,337.3,deciduousForest,0.1875,0.075
KONZ,KONZ_025.20170509,KONZ_025.tickPlot.tck,2017-05-09T18:11Z,1,160,Y,12,18,0,39.103714,-96.597832,337.3,deciduousForest,0.1875,0.075
KONZ,KONZ_025.20170620,KONZ_025.tickPlot.tck,2017-06-20T19:44Z,1,160,Y,7,8,0,39.103714,-96.597832,337.3,deciduousForest,0.09375,0.04375
KONZ,KONZ_025.20170801,KONZ_025.tickPlot.tck,2017-08-01T20:36Z,1,160,Y,1,2,63,39.103714,-96.597832,337.3,deciduousForest,0.4125,0.00625
KONZ,KONZ_025.20180508,KONZ_025.tickPlot.tck,2018-05-08T17:39Z,2,160,Y,4,24,0,39.103714,-96.597832,337.3,deciduousForest,0.175,0.025
KONZ,KONZ_025.20180622,KONZ_025.tickPlot.tck,2018-06-22T14:18Z,1,160,Y,3,5,0,39.103714,-96.597832,337.3,deciduousForest,0.05,0.01875
KONZ,KONZ_025.20180710,KONZ_025.tickPlot.tck,2018-07-10T13:38Z,1,160,Y,1,6,0,39.103714,-96.597832,337.3,deciduousForest,0.04375,0.00625
KONZ,KONZ_025.20180801,KONZ_025.tickPlot.tck,2018-08-01T16:07Z,1,160,Y,1,9,330,39.103714,-96.597832,337.3,deciduousForest,2.125,0.00625
